센션 별 보상,,,,,(오버드라이브 게이지 상승템)
130720,3909957,1.1,655565,1.1,10
130721,3952968,1.1,662776,1.1,10
130722,3996450,1.1,670067,1.1,10
130723,4040412,1.1,677437,1.1,10
130724,4084857,1.1,684889,1.1,10
130725,4129788,1.1,692423,1.1,10
130726,4175217,1.1,700039,1.1,10
130727,4221144,1.1,707740,1.1,10
130728,4267578,1.1,715525,1.1,10
130729,4314519,1.1,723396,1.1,10
130730,4361979,1.1,731353,1.1,10
130731,4409961,1.1,739398,1.1,10
130732,4458471,1.1,747531,1.1,10
130733,4507515,1.1,755754,1.1,10
130734,4557096,1.1,764068,1.1,10
130735,4607226,1.1,772472,1.1,10
130736,4657905,1.1,780970,1.1,10
130737,4709142,1.1,789560,1.1,10
130738,4760943,1.1,798245,1.1,10
130739,4813314,1.1,807026,1.1,10
130740,4866258,1.1,815903,1.1,10
130741,4919787,1.1,824878,1.1,10
130742,4973907,1.1,833952,1.1,10
130743,5028618,1.1,843125,1.1,10
130744,5083935,1.1,852400,1.1,10
130745,5139858,1.1,861776,1.1,10
130746,5196396,1.1,871256,1.1,10
130747,5253555,1.1,880840,1.1,10
130748,5311344,1.1,890529,1.1,10
130749,5369769,1.1,900325,1.1,10
130750,5428836,1.1,910228,1.1,10
130751,5488554,1.1,920241,1.1,10
130752,5548929,1.1,930363,1.1,10
130753,5609967,1.1,940597,1.1,10
130754,5671677,1.1,950944,1.1,10
130755,5734065,1.1,961404,1.1,10
130756,5797140,1.1,971980,1.1,10
130757,5860908,1.1,982671,1.1,10
130758,5925378,1.1,993481,1.1,10
130759,5990556,1.1,1004409,1.1,10
130760,6056454,1.1,1015458,1.1,10
130761,6123075,1.1,1026628,1.1,10
130762,6190428,1.1,1037921,1.1,10
130763,6258522,1.1,1049338,1.1,10
130764,6327366,1.1,1060880,1.1,10
130765,6396966,1.1,1072550,1.1,10
130766,6467334,1.1,1084348,1.1,10
130767,6538476,1.1,1096276,1.1,10
130768,6610398,1.1,1108335,1.1,10
130769,6683112,1.1,1120527,1.1,10
130770,6756627,1.1,1132853,1.1,10
130771,6830949,1.1,1145314,1.1,10
130772,6906090,1.1,1157912,1.1,10
130773,6982056,1.1,1170649,1.1,10
130774,7058859,1.1,1183527,1.1,10
130775,7136508,1.1,1196545,1.1,10
130776,7215009,1.1,1209707,1.1,10
130777,7294374,1.1,1223014,1.1,10
130778,7374612,1.1,1236467,1.1,10
130779,7455732,1.1,1250068,1.1,10
130780,7537746,1.1,1263819,1.1,10
130781,7620660,1.1,1277721,1.1,10
130782,7704489,1.1,1291776,1.1,10
130783,7789236,1.1,1305986,1.1,10
130784,7874919,1.1,1320351,1.1,10
130785,7961544,1.1,1334875,1.1,10
130786,8049120,1.1,1349559,1.1,10
130787,8137659,1.1,1364404,1.1,10
130788,8227176,1.1,1379413,1.1,10
130789,8317674,1.1,1394586,1.1,10
130790,8409168,1.1,1409927,1.1,10
130791,8501670,1.1,1425436,1.1,10
130792,8595186,1.1,1441116,1.1,10
130793,8689734,1.1,1456968,1.1,10
130794,8785320,1.1,1472994,1.1,10
130795,8881959,1.1,1489197,1.1,10
130796,8979660,1.1,1505579,1.1,10
130797,9078438,1.1,1522140,1.1,10
130798,9178299,1.1,1538883,1.1,10
130799,9279261,1.1,1555811,1.1,10
130800,9381333,1.1,1572925,1.1,10
130801,9484527,1.1,1590227,1.1,10
130802,9588858,1.1,1607720,1.1,10
130803,9694335,1.1,1625405,1.1,10
130804,9800973,1.1,1643284,1.1,10
130805,9908784,1.1,1661360,1.1,10
130806,10017780,1.1,1679635,1.1,10
130807,10127976,1.1,1698111,1.1,10
130808,10239384,1.1,1716790,1.1,10
130809,10352016,1.1,1735675,1.1,10
130810,10465890,1.1,1754768,1.1,10
130811,10581015,1.1,1774070,1.1,10
130812,10697406,1.1,1793585,1.1,10
130813,10815078,1.1,1813314,1.1,10
130814,10934043,1.1,1833261,1.1,10
130815,11054316,1.1,1853427,1.1,10
130816,11175915,1.1,1873814,1.1,10
130817,11298849,1.1,1894426,1.1,10
130818,11423136,1.1,1915265,1.1,10
130819,11548791,1.1,1936333,1.1,10
130820,11675829,1.1,1957632,1.1,10
130821,11804262,1.1,1979166,1.1,10
130822,11934108,1.1,2000937,1.1,10
130823,12065385,1.1,2022948,1.1,10
130824,12198102,1.1,2045200,1.1,10
130825,12332283,1.1,2067697,1.1,10
130826,12467937,1.1,2090442,1.1,10
130827,12605085,1.1,2113437,1.1,10
130828,12743742,1.1,2136685,1.1,10
130829,12883923,1.1,2160188,1.1,10
130830,13025646,1.1,2183950,1.1,10
130831,13168926,1.1,2207974,1.1,10
130832,13313784,1.1,2232261,1.1,10
130833,13460238,1.1,2256816,1.1,10
130834,13608300,1.1,2281641,1.1,10
130835,13757991,1.1,2306739,1.1,10
130836,13909329,1.1,2332113,1.1,10
130837,14062332,1.1,2357767,1.1,10
130838,14217018,1.1,2383702,1.1,10
130839,14373405,1.1,2409923,1.1,10
130840,14531511,1.1,2436432,1.1,10
130841,14691357,1.1,2463233,1.1,10
130842,14852964,1.1,2490328,1.1,10
130843,15016347,1.1,2517722,1.1,10
130844,15181527,1.1,2545417,1.1,10
130845,15348522,1.1,2573416,1.1,10
130846,15517356,1.1,2601724,1.1,10
130847,15688047,1.1,2630343,1.1,10
130848,15860616,1.1,2659277,1.1,10
130849,16035084,1.1,2688529,1.1,10
130850,16211469,1.1,2718102,1.1,10
130851,16389795,1.1,2748002,1.1,10
130852,16570083,1.1,2778230,1.1,10
130853,16752354,1.1,2808790,1.1,10
130854,16936629,1.1,2839687,1.1,10
130855,17122932,1.1,2870923,1.1,10
130856,17311284,1.1,2902504,1.1,10
130857,17501709,1.1,2934431,1.1,10
130858,17694228,1.1,2966710,1.1,10
130859,17888865,1.1,2999344,1.1,10
130860,18085641,1.1,3032336,1.1,10
130861,18284583,1.1,3065692,1.1,10
130862,18485715,1.1,3099415,1.1,10
130863,18689058,1.1,3133508,1.1,10
130864,18894636,1.1,3167977,1.1,10
130865,19102476,1.1,3202825,1.1,10
130866,19312605,1.1,3238056,1.1,10
130867,19525044,1.1,3273674,1.1,10
130868,19739820,1.1,3309685,1.1,10
130869,19956957,1.1,3346091,1.1,10
130870,20176482,1.1,3382898,1.1,10
130871,20398425,1.1,3420110,1.1,10
130872,20622807,1.1,3457731,1.1,10
130873,20849658,1.1,3495766,1.1,10
130874,21079005,1.1,3534220,1.1,10
130875,21310872,1.1,3573096,1.1,10
130876,21545292,1.1,3612400,1.1,10
130877,21782292,1.1,3652137,1.1,10
130878,22021896,1.1,3692310,1.1,10
130879,22264137,1.1,3732926,1.1,10
130880,22509042,1.1,3773988,1.1,10
130881,22756641,1.1,3815502,1.1,10
130882,23006964,1.1,3857472,1.1,10
130883,23260041,1.1,3899904,1.1,10
130884,23515902,1.1,3942803,1.1,10
130885,23774577,1.1,3986174,1.1,10
130886,24036099,1.1,4030022,1.1,10
130887,24300495,1.1,4074352,1.1,10
130888,24567801,1.1,4119170,1.1,10
130889,24838047,1.1,4164481,1.1,10
130890,25111263,1.1,4210290,1.1,10
130891,25387488,1.1,4256604,1.1,10
130892,25666752,1.1,4303426,1.1,10
130893,25949085,1.1,4350764,1.1,10
130894,26234526,1.1,4398622,1.1,10
130895,26523105,1.1,4447007,1.1,10
130896,26814858,1.1,4495924,1.1,10
130897,27109821,1.1,4545379,1.1,10
130898,27408030,1.1,4595379,1.1,10
130899,27709518,1.1,4645928,1.1,10
130900,28014324,1.1,4697033,1.1,10
130901,28322481,1.1,4748700,1.1,10
130902,28634028,1.1,4800936,1.1,10
130903,28949001,1.1,4853746,1.1,10
130904,29267442,1.1,4907138,1.1,10
130905,29589384,1.1,4961116,1.1,10
130906,29914866,1.1,5015688,1.1,10
130907,30243930,1.1,5070861,1.1,10
130908,30576612,1.1,5126640,1.1,10
130909,30912957,1.1,5183033,1.1,10
130910,31252998,1.1,5240047,1.1,10
130911,31596780,1.1,5297687,1.1,10
130912,31944345,1.1,5355962,1.1,10
130913,32295735,1.1,5414877,1.1,10
130914,32650986,1.1,5474441,1.1,10
130915,33010149,1.1,5534660,1.1,10
130916,33373260,1.1,5595541,1.1,10
130917,33740364,1.1,5657092,1.1,10
130918,34111509,1.1,5719320,1.1,10
130919,34486737,1.1,5782233,1.1,10
130920,34866090,1.1,5845837,1.1,10
130921,35249616,1.1,5910141,1.1,10
130922,35637363,1.1,5975153,1.1,10
130923,36029373,1.1,6040880,1.1,10
130924,36425697,1.1,6107329,1.1,10
130925,36826380,1.1,6174510,1.1,10
130926,37231470,1.1,6242430,1.1,10
130927,37641015,1.1,6311096,1.1,10
130928,38055066,1.1,6380518,1.1,10
130929,38473674,1.1,6450704,1.1,10
130930,38896884,1.1,6521662,1.1,10
130931,39324750,1.1,6593400,1.1,10
130932,39757320,1.1,6665928,1.1,10
130933,40194651,1.1,6739253,1.1,10
130934,40636794,1.1,6813384,1.1,10
130935,41083797,1.1,6888332,1.1,10
130936,41535720,1.1,6964103,1.1,10
130937,41992611,1.1,7040709,1.1,10
130938,42454530,1.1,7118156,1.1,10
130939,42921531,1.1,7196456,1.1,10
130940,43393668,1.1,7275617,1.1,10
130941,43870998,1.1,7355649,1.1,10
130942,44353578,1.1,7436561,1.1,10
130943,44841468,1.1,7518363,1.1,10
130944,45334725,1.1,7601065,1.1,10
130945,45833406,1.1,7684677,1.1,10
130946,46337574,1.1,7769208,1.1,10
130947,46847286,1.1,7854670,1.1,10
130948,47362608,1.1,7941071,1.1,10
130949,47883597,1.1,8028423,1.1,10
130950,48410316,1.1,8116735,1.1,10
130951,48942828,1.1,8206019,1.1,10
130952,49481199,1.1,8296286,1.1,10
130953,50025495,1.1,8387545,1.1,10
130954,50575773,1.1,8479808,1.1,10
130955,51132108,1.1,8573086,1.1,10
130956,51694560,1.1,8667390,1.1,10
130957,52263201,1.1,8762731,1.1,10
130958,52838097,1.1,8859121,1.1,10
130959,53419314,1.1,8956571,1.1,10
130960,54006927,1.1,9055094,1.1,10
130961,54601005,1.1,9154700,1.1,10
130962,55201614,1.1,9255401,1.1,10
130963,55808832,1.1,9357211,1.1,10
130964,56422731,1.1,9460140,1.1,10
130965,57043380,1.1,9564202,1.1,10
130966,57670857,1.1,9669408,1.1,10
130967,58305237,1.1,9775771,1.1,10
130968,58946595,1.1,9883305,1.1,10
130969,59595006,1.1,9992021,1.1,10
130970,60250551,1.1,10101933,1.1,10
130971,60913308,1.1,10213055,1.1,10
130972,61583355,1.1,10325398,1.1,10
130973,62260770,1.1,10438978,1.1,10
130974,62945640,1.1,10553806,1.1,10
130975,63638040,1.1,10669898,1.1,10
130976,64338060,1.1,10787267,1.1,10
130977,65045778,1.1,10905927,1.1,10
130978,65761281,1.1,11025892,1.1,10
130979,66484656,1.1,11147177,1.1,10
130980,67215987,1.1,11269796,1.1,10
130981,67955364,1.1,11393764,1.1,10
130982,68702871,1.1,11519095,1.1,10
130983,69458604,1.1,11645805,1.1,10
130984,70222647,1.1,11773909,1.1,10
130985,70995099,1.1,11903422,1.1,10
130986,71776044,1.1,12034360,1.1,10
130987,72565581,1.1,12166738,1.1,10
130988,73363803,1.1,12300572,1.1,10
130989,74170803,1.1,12435878,1.1,10
130990,74986683,1.1,12572673,1.1,10
130991,75811536,1.1,12710972,1.1,10
130992,76645464,1.1,12850793,1.1,10
130993,77488563,1.1,12992152,1.1,10
130994,78340938,1.1,13135065,1.1,10
130995,79202688,1.1,13279551,1.1,10
130996,80073918,1.1,13425626,1.1,10
130997,80954730,1.1,13573308,1.1,10
130998,81845232,1.1,13722614,1.1,10
130999,82745529,1.1,13873563,1.1,10
131000,83655729,1.1,14026172,1.1,10
131001,84575943,0.7,14180460,0.7,10
131002,1616559,0.7,14279723,0.7,10
131003,1627875,0.7,14379681,0.7,10
131004,1639269,0.7,14480339,0.7,10
131005,1650744,0.7,14581701,0.7,10
131006,1662300,0.7,14683773,0.7,10
131007,1673934,0.7,14786560,0.7,10
131008,1685652,0.7,14890066,0.7,10
131009,1697451,0.7,14994296,0.7,10
131010,1709334,0.7,15099256,0.7,10
131011,1721301,0.7,15204951,0.7,10
131012,1733349,0.7,15311386,0.7,10
131013,1745481,0.7,15418565,0.7,10
131014,1757700,0.7,15526495,0.7,10
131015,1770006,0.7,15635181,0.7,10
131016,1782396,0.7,15744627,0.7,10
131017,1794870,0.7,15854839,0.7,10
131018,1807437,0.7,15965823,0.7,10
131019,1820088,0.7,16077584,0.7,10
131020,1832829,0.7,16190127,0.7,10
131021,1845657,0.7,16303458,0.7,10
131022,1858578,0.7,16417582,0.7,10
131023,1871589,0.7,16532505,0.7,10
131024,1884690,0.7,16648233,0.7,10
131025,1897881,0.7,16764770,0.7,10
131026,1911168,0.7,16882124,0.7,10
131027,1924545,0.7,17000299,0.7,10
131028,1938018,0.7,17119301,0.7,10
131029,1951584,0.7,17239136,0.7,10
131030,1965243,0.7,17359810,0.7,10
131031,1979001,0.7,17481329,0.7,10
131032,1992855,0.7,17603698,0.7,10
131033,2006805,0.7,17726924,0.7,10
131034,2020851,0.7,17851012,0.7,10
131035,2034996,0.7,17975969,0.7,10
131036,2049243,0.7,18101801,0.7,10
131037,2063586,0.7,18228514,0.7,10
131038,2078031,0.7,18356113,0.7,10
131039,2092578,0.7,18484606,0.7,10
131040,2107227,0.7,18613998,0.7,10
131041,2121978,0.7,18744296,0.7,10
131042,2136831,0.7,18875506,0.7,10
131043,2151789,0.7,19007635,0.7,10
131044,2166852,0.7,19140688,0.7,10
131045,2182020,0.7,19274673,0.7,10
131046,2197293,0.7,19409596,0.7,10
131047,2212674,0.7,19545463,0.7,10
131048,2228163,0.7,19682281,0.7,10
131049,2243760,0.7,19820057,0.7,10
131050,2259465,0.7,19958798,0.7,10
131051,2275284,0.7,20098509,0.7,10
131052,2291211,0.7,20239199,0.7,10
131053,2307249,0.7,20380873,0.7,10
131054,2323398,0.7,20523539,0.7,10
131055,2339664,0.7,20667204,0.7,10
131056,2356041,0.7,20811875,0.7,10
131057,2372532,0.7,20957558,0.7,10
131058,2389140,0.7,21104261,0.7,10
131059,2405865,0.7,21251990,0.7,10
131060,2422704,0.7,21400754,0.7,10
131061,2439663,0.7,21550560,0.7,10
131062,2456742,0.7,21701414,0.7,10
131063,2473938,0.7,21853323,0.7,10
131064,2491257,0.7,22006297,0.7,10
131065,2508696,0.7,22160341,0.7,10
131066,2526255,0.7,22315463,0.7,10
131067,2543940,0.7,22471671,0.7,10
131068,2561748,0.7,22628973,0.7,10
131069,2579679,0.7,22787376,0.7,10
131070,2597739,0.7,22946888,0.7,10
131071,2615922,0.7,23107516,0.7,10
131072,2634234,0.7,23269268,0.7,10
131073,2652672,0.7,23432153,0.7,10
131074,2671242,0.7,23596178,0.7,10
131075,2689941,0.7,23761352,0.7,10
131076,2708769,0.7,23927681,0.7,10
131077,2727732,0.7,24095175,0.7,10
131078,2746824,0.7,24263841,0.7,10
131079,2766054,0.7,24433688,0.7,10
131080,2785416,0.7,24604724,0.7,10
131081,2804913,0.7,24776957,0.7,10
131082,2824548,0.7,24950395,0.7,10
131083,2844321,0.7,25125048,0.7,10
131084,2864229,0.7,25300924,0.7,10
131085,2884278,0.7,25478030,0.7,10
131086,2904468,0.7,25656376,0.7,10
131087,2924802,0.7,25835971,0.7,10
131088,2945274,0.7,26016823,0.7,10
131089,2965890,0.7,26198940,0.7,10
131090,2986653,0.7,26382333,0.7,10
131091,3007560,0.7,26567009,0.7,10
131092,3028611,0.7,26752978,0.7,10
131093,3049812,0.7,26940249,0.7,10
131094,3071160,0.7,27128831,0.7,10
131095,3092658,0.7,27318733,0.7,10
131096,3114309,0.7,27509964,0.7,10
131097,3136107,0.7,27702534,0.7,10
131098,3158061,0.7,27896451,0.7,10
131099,3180168,0.7,28091727,0.7,10
131100,3202428,0.7,28288369,0.7,10
131101,3224844,0.7,28486387,0.7,10
131102,3247419,0.7,28685792,0.7,10
131103,3270150,0.7,28886593,0.7,10
131104,3293043,0.7,29088799,0.7,10
131105,3316092,0.7,29292420,0.7,10
131106,3339306,0.7,29497467,0.7,10
131107,3362682,0.7,29703949,0.7,10
131108,3386220,0.7,29911877,0.7,10
131109,3409923,0.7,30121260,0.7,10
131110,3433794,0.7,30332109,0.7,10
131111,3457830,0.7,30544434,0.7,10
131112,3482034,0.7,30758245,0.7,10
131113,3506409,0.7,30973553,0.7,10
131114,3530952,0.7,31190367,0.7,10
131115,3555669,0.7,31408700,0.7,10
131116,3580560,0.7,31628561,0.7,10
131117,3605625,0.7,31849961,0.7,10
131118,3630864,0.7,32072911,0.7,10
131119,3656280,0.7,32297421,0.7,10
131120,3681873,0.7,32523503,0.7,10
131121,3707646,0.7,32751167,0.7,10
131122,3733599,0.7,32980426,0.7,10
131123,3759735,0.7,33211289,0.7,10
131124,3786054,0.7,33443768,0.7,10
131125,3812556,0.7,33677874,0.7,10
131126,3839244,0.7,33913619,0.7,10
131127,3866118,0.7,34151014,0.7,10
131128,3893181,0.7,34390072,0.7,10
131129,3920433,0.7,34630802,0.7,10
131130,3947877,0.7,34873218,0.7,10
131131,3975510,0.7,35117330,0.7,10
131132,4003341,0.7,35363152,0.7,10
131133,4031364,0.7,35610694,0.7,10
131134,4059582,0.7,35859968,0.7,10
131135,4088001,0.7,36110988,0.7,10
131136,4116615,0.7,36363765,0.7,10
131137,4145433,0.7,36618311,0.7,10
131138,4174449,0.7,36874640,0.7,10
131139,4203672,0.7,37132762,0.7,10
131140,4233096,0.7,37392691,0.7,10
131141,4262730,0.7,37654440,0.7,10
131142,4292568,0.7,37918021,0.7,10
131143,4322616,0.7,38183448,0.7,10
131144,4352874,0.7,38450732,0.7,10
131145,4383345,0.7,38719887,0.7,10
131146,4414029,0.7,38990926,0.7,10
131147,4444926,0.7,39263862,0.7,10
131148,4476039,0.7,39538710,0.7,10
131149,4507374,0.7,39815480,0.7,10
131150,4538925,0.7,40094189,0.7,10
131151,4570698,0.7,40374848,0.7,10
131152,4602690,0.7,40657472,0.7,10
131153,4634910,0.7,40942074,0.7,10
131154,4667355,0.7,41228669,0.7,10
131155,4700025,0.7,41517270,0.7,10
131156,4732926,0.7,41807891,0.7,10
131157,4766058,0.7,42100546,0.7,10
131158,4799418,0.7,42395250,0.7,10
131159,4833015,0.7,42692016,0.7,10
131160,4866846,0.7,42990860,0.7,10
131161,4900914,0.7,43291796,0.7,10
131162,4935222,0.7,43594839,0.7,10
131163,4969767,0.7,43900003,0.7,10
131164,5004555,0.7,44207303,0.7,10
131165,5039586,0.7,44516754,0.7,10
131166,5074866,0.7,44828371,0.7,10
131167,5110389,0.7,45142170,0.7,10
131168,5146161,0.7,45458165,0.7,10
131169,5182185,0.7,45776372,0.7,10
131170,5218461,0.7,46096807,0.7,10
131171,5254989,0.7,46419485,0.7,10
131172,5291775,0.7,46744421,0.7,10
131173,5328816,0.7,47071632,0.7,10
131174,5366118,0.7,47401133,0.7,10
131175,5403681,0.7,47732941,0.7,10
131176,5441508,0.7,48067072,0.7,10
131177,5479596,0.7,48403541,0.7,10
131178,5517954,0.7,48742366,0.7,10
131179,5556579,0.7,49083563,0.7,10
131180,5595477,0.7,49427148,0.7,10
131181,5634645,0.7,49773138,0.7,10
131182,5674086,0.7,50121550,0.7,10
131183,5713806,0.7,50472400,0.7,10
131184,5753802,0.7,50825707,0.7,10
131185,5794080,0.7,51181487,0.7,10
131186,5834637,0.7,51539758,0.7,10
131187,5875479,0.7,51900536,0.7,10
131188,5916609,0.7,52263840,0.7,10
131189,5958024,0.7,52629687,0.7,10
131190,5999730,0.7,52998094,0.7,10
131191,6041730,0.7,53369081,0.7,10
131192,6084021,0.7,53742665,0.7,10
131193,6126609,0.7,54118863,0.7,10
131194,6169494,0.7,54497695,0.7,10
131195,6212682,0.7,54879179,0.7,10
131196,6256170,0.7,55263333,0.7,10
131197,6299964,0.7,55650177,0.7,10
131198,6344064,0.7,56039728,0.7,10
131199,6388473,0.7,56432006,0.7,10
131200,6433191,0.7,56827030,0.7,10
131201,6478224,0.7,57224819,0.7,10
131202,6523572,0.7,57625393,0.7,10
131203,6569235,0.7,58028771,0.7,10
131204,6615222,0.7,58434972,0.7,10
131205,6661527,0.7,58844017,0.7,10
131206,6708159,0.7,59255925,0.7,10
131207,6755115,0.7,59670717,0.7,10
131208,6802401,0.7,60088412,0.7,10
131209,6850017,0.7,60509030,0.7,10
131210,6897969,0.7,60932594,0.7,10
131211,6946254,0.7,61359122,0.7,10
131212,6994878,0.7,61788636,0.7,10
131213,7043841,0.7,62221156,0.7,10
131214,7093149,0.7,62656704,0.7,10
131215,7142799,0.7,63095301,0.7,10
131216,7192800,0.7,63536968,0.7,10
131217,7243149,0.7,63981727,0.7,10
131218,7293852,0.7,64429599,0.7,10
131219,7344909,0.7,64880606,0.7,10
131220,7396323,0.7,65334771,0.7,10
131221,7448097,0.7,65792114,0.7,10
131222,7500234,0.7,66252659,0.7,10
131223,7552734,0.7,66716427,0.7,10
131224,7605606,0.7,67183442,0.7,10
131225,7658844,0.7,67653726,0.7,10
131226,7712457,0.7,68127303,0.7,10
131227,7766442,0.7,68604194,0.7,10
131228,7820808,0.7,69084423,0.7,10
131229,7875555,0.7,69568014,0.7,10
131230,7930683,0.7,70054990,0.7,10
131231,7986198,0.7,70545375,0.7,10
131232,8042100,0.7,71039193,0.7,10
131233,8098395,0.7,71536467,0.7,10
131234,8155083,0.7,72037222,0.7,10
131235,8212170,0.7,72541483,0.7,10
131236,8269656,0.7,73049273,0.7,10
131237,8327544,0.7,73560618,0.7,10
131238,8385834,0.7,74075542,0.7,10
131239,8444535,0.7,74594071,0.7,10
131240,8503647,0.7,75116230,0.7,10
131241,8563173,0.7,75642043,0.7,10
131242,8623116,0.7,76171538,0.7,10
131243,8683479,0.7,76704738,0.7,10
131244,8744262,0.7,77241672,0.7,10
131245,8805471,0.7,77782363,0.7,10
131246,8867109,0.7,78326840,0.7,10
131247,8929179,0.7,78875128,0.7,10
131248,8991684,0.7,79427254,0.7,10
131249,9054627,0.7,79983244,0.7,10
131250,9118008,0.7,80543127,0.7,10
131251,9181833,0.7,81106929,0.7,10
131252,9246108,0.7,81674677,0.7,10
131253,9310830,0.7,82246400,0.7,10
131254,9376005,0.7,82822125,0.7,10
131255,9441639,0.7,83401880,0.7,10
131256,9507729,0.7,83985693,0.7,10
131257,9574284,0.7,84573593,0.7,10
131258,9641304,0.7,85165608,0.7,10
131259,9708792,0.7,85761767,0.7,10
131260,9776754,0.7,86362100,0.7,10
131261,9845190,0.7,86966634,0.7,10
131262,9914109,0.7,87575401,0.7,10
131263,9983505,0.7,88188429,0.7,10
131264,10053390,0.7,88805748,0.7,10
131265,10123764,0.7,89427388,0.7,10
131266,10194630,0.7,90053380,0.7,10
131267,10265994,0.7,90683753,0.7,10
131268,10337856,0.7,91318539,0.7,10
131269,10410219,0.7,91957769,0.7,10
131270,10483092,0.7,92601474,0.7,10
131271,10556475,0.7,93249684,0.7,10
131272,10630368,0.7,93902432,0.7,10
131273,10704780,0.7,94559749,0.7,10
131274,10779714,0.7,95221667,0.7,10
131275,10855173,0.7,95888219,0.7,10
131276,10931160,0.7,96559436,0.7,10
131277,11007678,0.7,97235352,0.7,10
131278,11084730,0.7,97916000,0.7,10
131279,11162325,0.7,98601412,0.7,10
131280,11240460,0.7,99291622,0.7,10
131281,11319144,0.7,99986663,0.7,10
131282,11398377,0.7,100686570,0.7,10
131283,11478165,0.7,101391376,0.7,10
131284,11558514,0.7,102101115,0.7,10
131285,11639424,0.7,102815823,0.7,10
131286,11720898,0.7,103535534,0.7,10
131287,11802945,0.7,104260283,0.7,10
131288,11885565,0.7,104990105,0.7,10
131289,11968764,0.7,105725035,0.7,10
131290,12052545,0.7,106465110,0.7,10
131291,12136914,0.7,107210366,0.7,10
131292,12221871,0.7,107960839,0.7,10
131293,12307425,0.7,108716565,0.7,10
131294,12393576,0.7,109477581,0.7,10
131295,12480333,0.7,110243924,0.7,10
131296,12567696,0.7,111015631,0.7,10
131297,12655668,0.7,111792741,0.7,10
131298,12744258,0.7,112575290,0.7,10
131299,12833469,0.7,113363317,0.7,10
131300,12923301,0.7,114156860,0.7,10
131301,13013766,0.7,114955958,0.7,10
131302,13104861,0.7,115760650,0.7,10
131303,13196595,0.7,116570974,0.7,10
131304,13288971,0.7,117386971,0.7,10
131305,13381995,0.7,118208680,0.7,10
131306,13475670,0.7,119036141,0.7,10
131307,13569999,0.7,119869394,0.7,10
131308,13664988,0.7,120708479,0.7,10
131309,13760643,0.7,121553439,0.7,10
131310,13856967,0.7,122404313,0.7,10
131311,13953966,0.7,123261143,0.7,10
131312,14051646,0.7,124123971,0.7,10
131313,14150007,0.7,124992839,0.7,10
131314,14249055,0.7,125867789,0.7,10
131315,14348799,0.7,126748863,0.7,10
131316,14449242,0.7,127636105,0.7,10
131317,14550387,0.7,128529558,0.7,10
131318,14652237,0.7,129429265,0.7,10
131319,14754804,0.7,130335270,0.7,10
131320,14858088,0.7,131247617,0.7,10
131321,14962095,0.7,132166350,0.7,10
131322,15066828,0.7,133091514,0.7,10
131323,15172296,0.7,134023155,0.7,10
131324,15278502,0.7,134961317,0.7,10
131325,15385452,0.7,135906046,0.7,10
131326,15493152,0.7,136857389,0.7,10
131327,15601602,0.7,137815390,0.7,10
131328,15710814,0.7,138780098,0.7,10
131329,15820791,0.7,139751559,0.7,10
131330,15931536,0.7,140729820,0.7,10
131331,16043055,0.7,141714928,0.7,10
131332,16155357,0.7,142706933,0.7,10
131333,16268445,0.7,143705881,0.7,10
131334,16382325,0.7,144711823,0.7,10
131335,16497000,0.7,145724805,0.7,10
131336,16612479,0.7,146744879,0.7,10
131337,16728765,0.7,147772093,0.7,10
131338,16845867,0.7,148806498,0.7,10
131339,16963788,0.7,149848143,0.7,10
131340,17082534,0.7,150897080,0.7,10
131341,17202114,0.7,151953360,0.7,10
131342,17322528,0.7,153017033,0.7,10
131343,17443785,0.7,154088153,0.7,10
131344,17565891,0.7,155166770,0.7,10
131345,17688852,0.7,156252937,0.7,10
131346,17812674,0.7,157346708,0.7,10
131347,17937363,0.7,158448135,0.7,10
131348,18062925,0.7,159557272,0.7,10
131349,18189366,0.7,160674172,0.7,10
131350,18316692,0.7,161798892,0.7,10
131351,18444909,0.7,162931484,0.7,10
131352,18574023,0.7,164072004,0.7,10
131353,18704040,0.7,165220508,0.7,10
131354,18834969,0.7,166377052,0.7,10
131355,18966813,0.7,167541691,0.7,10
131356,19099581,0.7,168714483,0.7,10
131357,19233279,0.7,169895484,0.7,10
131358,19367913,0.7,171084753,0.7,10
131359,19503486,0.7,172282346,0.7,10
131360,19640013,0.7,173488323,0.7,10
131361,19777491,0.7,174702741,0.7,10
131362,19915935,0.7,175925660,0.7,10
131363,20055345,0.7,177157140,0.7,10
131364,20195733,0.7,178397240,0.7,10
131365,20337102,0.7,179646020,0.7,10
131366,20479464,0.7,180903542,0.7,10
131367,20622819,0.7,182169867,0.7,10
131368,20767179,0.7,183445056,0.7,10
131369,20912550,0.7,184729172,0.7,10
131370,21058938,0.7,186022276,0.7,10
131371,21206349,0.7,187324432,0.7,10
131372,21354795,0.7,188635703,0.7,10
131373,21504279,0.7,189956153,0.7,10
131374,21654807,0.7,191285846,0.7,10
131375,21806391,0.7,192624847,0.7,10
131376,21959037,0.7,193973221,0.7,10
131377,22112748,0.7,195331033,0.7,10
131378,22267539,0.7,196698350,0.7,10
131379,22423410,0.7,198075239,0.7,10
131380,22580376,0.7,199461766,0.7,10
131381,22738437,0.7,200857998,0.7,10
131382,22897608,0.7,202264004,0.7,10
131383,23057889,0.7,203679852,0.7,10
131384,23219295,0.7,205105611,0.7,10
131385,23381829,0.7,206541350,0.7,10
131386,23545503,0.7,207987140,0.7,10
